"Alert Id","Alert State","Alert Title","Alert Type","Tool","Rule Id","Rule Name","Rule Description","Tags","Severity","First Seen","Last Seen","Fixed On","Dismissed On","Dismissal Type","Dismissal Message","SLA Days","Days overdue","Alert Link","Organization","Project","Repository","Ref","Ecosystem","Dependency Type","Location Paths","Logical Paths"
"39","active","Uncontrolled data used in path expression (java/path-injection)","code","CodeQL","java/path-injection","java/path-injection","Accessing paths influenced by users can allow an attacker to access unexpected resources.","security,external/cwe/cwe-022,external/cwe/cwe-023,external/cwe/cwe-036,external/cwe/cwe-073","high","2024-09-25T17:11:07Z","2024-09-25T17:11:07Z","","",,,"30","33","https://dev.azure.com/octodemo-felickz/c10f96ad-09ff-4444-a382-4047b7907bca/_git/30d920da-6276-4385-b742-df9597c47d57/alerts/39?branch=refs/pull/25/merge","octodemo-felickz","java-synthetics","WebGoat","refs/pull/25/merge",,,"src/main/java/org/owasp/webgoat/lessons/pathtraversal/ProfileZipSlip.java:67 @ 14269d6f",""
"41","active","Uncontrolled data used in path expression (java/path-injection)","code","CodeQL","java/path-injection","java/path-injection","Accessing paths influenced by users can allow an attacker to access unexpected resources.","security,external/cwe/cwe-022,external/cwe/cwe-023,external/cwe/cwe-036,external/cwe/cwe-073","high","2024-09-25T17:11:07Z","2024-09-25T17:11:07Z","","",,,"30","33","https://dev.azure.com/octodemo-felickz/c10f96ad-09ff-4444-a382-4047b7907bca/_git/30d920da-6276-4385-b742-df9597c47d57/alerts/41?branch=refs/pull/25/merge","octodemo-felickz","java-synthetics","WebGoat","refs/pull/25/merge",,,"src/main/java/org/owasp/webgoat/lessons/pathtraversal/ProfileUploadBase.java:44 @ 14269d6f",""
"42","active","Uncontrolled data used in path expression (java/path-injection)","code","CodeQL","java/path-injection","java/path-injection","Accessing paths influenced by users can allow an attacker to access unexpected resources.","security,external/cwe/cwe-022,external/cwe/cwe-023,external/cwe/cwe-036,external/cwe/cwe-073","high","2024-09-25T17:11:07Z","2024-09-25T17:11:07Z","","",,,"30","33","https://dev.azure.com/octodemo-felickz/c10f96ad-09ff-4444-a382-4047b7907bca/_git/30d920da-6276-4385-b742-df9597c47d57/alerts/42?branch=refs/pull/25/merge","octodemo-felickz","java-synthetics","WebGoat","refs/pull/25/merge",,,"src/main/java/org/owasp/webgoat/lessons/pathtraversal/ProfileUploadBase.java:43 @ 14269d6f",""
"46","active","Polynomial regular expression used on uncontrolled data (java/polynomial-redos)","code","CodeQL","java/polynomial-redos","java/polynomial-redos","A regular expression that can require polynomial time to match may be vulnerable to denial-of-service attacks.","security,external/cwe/cwe-1333,external/cwe/cwe-730,external/cwe/cwe-400","high","2024-09-25T17:11:07Z","2024-09-25T17:11:07Z","","",,,"30","33","https://dev.azure.com/octodemo-felickz/c10f96ad-09ff-4444-a382-4047b7907bca/_git/30d920da-6276-4385-b742-df9597c47d57/alerts/46?branch=refs/pull/25/merge","octodemo-felickz","java-synthetics","WebGoat","refs/pull/25/merge",,,"src/main/java/org/owasp/webgoat/lessons/xss/CrossSiteScriptingLesson4.java:41 @ 14269d6f",""
"47","active","Polynomial regular expression used on uncontrolled data (java/polynomial-redos)","code","CodeQL","java/polynomial-redos","java/polynomial-redos","A regular expression that can require polynomial time to match may be vulnerable to denial-of-service attacks.","security,external/cwe/cwe-1333,external/cwe/cwe-730,external/cwe/cwe-400","high","2024-09-25T17:11:07Z","2024-09-25T17:11:07Z","","",,,"30","33","https://dev.azure.com/octodemo-felickz/c10f96ad-09ff-4444-a382-4047b7907bca/_git/30d920da-6276-4385-b742-df9597c47d57/alerts/47?branch=refs/pull/25/merge","octodemo-felickz","java-synthetics","WebGoat","refs/pull/25/merge",,,"src/main/java/org/owasp/webgoat/lessons/sqlinjection/mitigation/SqlInjectionLesson10b.java:63 @ 14269d6f",""
"48","active","Polynomial regular expression used on uncontrolled data (java/polynomial-redos)","code","CodeQL","java/polynomial-redos","java/polynomial-redos","A regular expression that can require polynomial time to match may be vulnerable to denial-of-service attacks.","security,external/cwe/cwe-1333,external/cwe/cwe-730,external/cwe/cwe-400","high","2024-09-25T17:11:07Z","2024-09-25T17:11:07Z","","",,,"30","33","https://dev.azure.com/octodemo-felickz/c10f96ad-09ff-4444-a382-4047b7907bca/_git/30d920da-6276-4385-b742-df9597c47d57/alerts/48?branch=refs/pull/25/merge","octodemo-felickz","java-synthetics","WebGoat","refs/pull/25/merge",,,"src/main/java/org/owasp/webgoat/lessons/xss/CrossSiteScriptingLesson5a.java:63 @ 14269d6f",""
"49","active","Polynomial regular expression used on uncontrolled data (java/polynomial-redos)","code","CodeQL","java/polynomial-redos","java/polynomial-redos","A regular expression that can require polynomial time to match may be vulnerable to denial-of-service attacks.","security,external/cwe/cwe-1333,external/cwe/cwe-730,external/cwe/cwe-400","high","2024-09-25T17:11:07Z","2024-09-25T17:11:07Z","","",,,"30","33","https://dev.azure.com/octodemo-felickz/c10f96ad-09ff-4444-a382-4047b7907bca/_git/30d920da-6276-4385-b742-df9597c47d57/alerts/49?branch=refs/pull/25/merge","octodemo-felickz","java-synthetics","WebGoat","refs/pull/25/merge",,,"src/main/java/org/owasp/webgoat/lessons/xss/CrossSiteScriptingLesson5a.java:85 @ 14269d6f",""
"50","active","Polynomial regular expression used on uncontrolled data (java/polynomial-redos)","code","CodeQL","java/polynomial-redos","java/polynomial-redos","A regular expression that can require polynomial time to match may be vulnerable to denial-of-service attacks.","security,external/cwe/cwe-1333,external/cwe/cwe-730,external/cwe/cwe-400","high","2024-09-25T17:11:07Z","2024-09-25T17:11:07Z","","",,,"30","33","https://dev.azure.com/octodemo-felickz/c10f96ad-09ff-4444-a382-4047b7907bca/_git/30d920da-6276-4385-b742-df9597c47d57/alerts/50?branch=refs/pull/25/merge","octodemo-felickz","java-synthetics","WebGoat","refs/pull/25/merge",,,"src/main/java/org/owasp/webgoat/lessons/sqlinjection/advanced/SqlInjectionLesson6a.java:68 @ 14269d6f",""
"51","active","Insertion of sensitive information into log files (java/sensitive-log)","code","CodeQL","java/sensitive-log","java/sensitive-log","Writing sensitive information to log files can allow that information to be leaked to an attacker more easily.","security,external/cwe/cwe-532","high","2024-09-25T17:11:07Z","2024-09-25T17:11:07Z","","",,,"30","33","https://dev.azure.com/octodemo-felickz/c10f96ad-09ff-4444-a382-4047b7907bca/_git/30d920da-6276-4385-b742-df9597c47d57/alerts/51?branch=refs/pull/25/merge","octodemo-felickz","java-synthetics","WebGoat","refs/pull/25/merge",,,"src/main/java/org/owasp/webgoat/lessons/pathtraversal/ProfileUploadRetrieval.java:68 @ 14269d6f",""
"52","active","Insertion of sensitive information into log files (java/sensitive-log)","code","CodeQL","java/sensitive-log","java/sensitive-log","Writing sensitive information to log files can allow that information to be leaked to an attacker more easily.","security,external/cwe/cwe-532","high","2024-09-25T17:11:07Z","2024-09-25T17:11:07Z","","",,,"30","33","https://dev.azure.com/octodemo-felickz/c10f96ad-09ff-4444-a382-4047b7907bca/_git/30d920da-6276-4385-b742-df9597c47d57/alerts/52?branch=refs/pull/25/merge","octodemo-felickz","java-synthetics","WebGoat","refs/pull/25/merge",,,"src/main/java/org/owasp/webgoat/lessons/logging/LogBleedingTask.java:50 @ 14269d6f",""
"53","active","Disabled Spring CSRF protection (java/spring-disabled-csrf-protection)","code","CodeQL","java/spring-disabled-csrf-protection","java/spring-disabled-csrf-protection","Disabling CSRF protection makes the application vulnerable to a Cross-Site Request Forgery (CSRF) attack.","security,external/cwe/cwe-352","high","2024-09-25T17:11:07Z","2024-09-25T17:11:07Z","","",,,"30","33","https://dev.azure.com/octodemo-felickz/c10f96ad-09ff-4444-a382-4047b7907bca/_git/30d920da-6276-4385-b742-df9597c47d57/alerts/53?branch=refs/pull/25/merge","octodemo-felickz","java-synthetics","WebGoat","refs/pull/25/merge",,,"src/main/java/org/owasp/webgoat/webwolf/WebSecurityConfig.java:55 @ 14269d6f",""
"54","active","Disabled Spring CSRF protection (java/spring-disabled-csrf-protection)","code","CodeQL","java/spring-disabled-csrf-protection","java/spring-disabled-csrf-protection","Disabling CSRF protection makes the application vulnerable to a Cross-Site Request Forgery (CSRF) attack.","security,external/cwe/cwe-352","high","2024-09-25T17:11:07Z","2024-09-25T17:11:07Z","","",,,"30","33","https://dev.azure.com/octodemo-felickz/c10f96ad-09ff-4444-a382-4047b7907bca/_git/30d920da-6276-4385-b742-df9597c47d57/alerts/54?branch=refs/pull/25/merge","octodemo-felickz","java-synthetics","WebGoat","refs/pull/25/merge",,,"src/main/java/org/owasp/webgoat/container/WebSecurityConfig.java:78 @ 14269d6f",""
"55","active","Query built from user-controlled sources (java/sql-injection)","code","CodeQL","java/sql-injection","java/sql-injection","Building a SQL or Java Persistence query from user-controlled sources is vulnerable to insertion of malicious code by the user.","security,external/cwe/cwe-089,external/cwe/cwe-564","high","2024-09-25T17:11:07Z","2024-09-25T17:11:07Z","","",,,"30","33","https://dev.azure.com/octodemo-felickz/c10f96ad-09ff-4444-a382-4047b7907bca/_git/30d920da-6276-4385-b742-df9597c47d57/alerts/55?branch=refs/pull/25/merge","octodemo-felickz","java-synthetics","WebGoat","refs/pull/25/merge",,,"src/main/java/org/owasp/webgoat/lessons/sqlinjection/introduction/SqlInjectionLesson10.java:71 @ 14269d6f",""
"56","active","Query built from user-controlled sources (java/sql-injection)","code","CodeQL","java/sql-injection","java/sql-injection","Building a SQL or Java Persistence query from user-controlled sources is vulnerable to insertion of malicious code by the user.","security,external/cwe/cwe-089,external/cwe/cwe-564","high","2024-09-25T17:11:07Z","2024-09-25T17:11:07Z","","",,,"30","33","https://dev.azure.com/octodemo-felickz/c10f96ad-09ff-4444-a382-4047b7907bca/_git/30d920da-6276-4385-b742-df9597c47d57/alerts/56?branch=refs/pull/25/merge","octodemo-felickz","java-synthetics","WebGoat","refs/pull/25/merge",,,"src/main/java/org/owasp/webgoat/lessons/challenges/challenge5/Assignment5.java:60 @ 14269d6f",""
"57","active","Query built from user-controlled sources (java/sql-injection)","code","CodeQL","java/sql-injection","java/sql-injection","Building a SQL or Java Persistence query from user-controlled sources is vulnerable to insertion of malicious code by the user.","security,external/cwe/cwe-089,external/cwe/cwe-564","high","2024-09-25T17:11:07Z","2024-09-25T17:11:07Z","","",,,"30","33","https://dev.azure.com/octodemo-felickz/c10f96ad-09ff-4444-a382-4047b7907bca/_git/30d920da-6276-4385-b742-df9597c47d57/alerts/57?branch=refs/pull/25/merge","octodemo-felickz","java-synthetics","WebGoat","refs/pull/25/merge",,,"src/main/java/org/owasp/webgoat/lessons/sqlinjection/introduction/SqlInjectionLesson2.java:65 @ 14269d6f",""
"58","active","Query built from user-controlled sources (java/sql-injection)","code","CodeQL","java/sql-injection","java/sql-injection","Building a SQL or Java Persistence query from user-controlled sources is vulnerable to insertion of malicious code by the user.","security,external/cwe/cwe-089,external/cwe/cwe-564","high","2024-09-25T17:11:07Z","2024-09-25T17:11:07Z","","",,,"30","33","https://dev.azure.com/octodemo-felickz/c10f96ad-09ff-4444-a382-4047b7907bca/_git/30d920da-6276-4385-b742-df9597c47d57/alerts/58?branch=refs/pull/25/merge","octodemo-felickz","java-synthetics","WebGoat","refs/pull/25/merge",,,"src/main/java/org/owasp/webgoat/lessons/sqlinjection/introduction/SqlInjectionLesson9.java:76 @ 14269d6f",""
"59","active","Query built from user-controlled sources (java/sql-injection)","code","CodeQL","java/sql-injection","java/sql-injection","Building a SQL or Java Persistence query from user-controlled sources is vulnerable to insertion of malicious code by the user.","security,external/cwe/cwe-089,external/cwe/cwe-564","high","2024-09-25T17:11:07Z","2024-09-25T17:11:07Z","","",,,"30","33","https://dev.azure.com/octodemo-felickz/c10f96ad-09ff-4444-a382-4047b7907bca/_git/30d920da-6276-4385-b742-df9597c47d57/alerts/59?branch=refs/pull/25/merge","octodemo-felickz","java-synthetics","WebGoat","refs/pull/25/merge",,,"src/main/java/org/owasp/webgoat/lessons/sqlinjection/introduction/SqlInjectionLesson4.java:62 @ 14269d6f",""
"60","active","Query built from user-controlled sources (java/sql-injection)","code","CodeQL","java/sql-injection","java/sql-injection","Building a SQL or Java Persistence query from user-controlled sources is vulnerable to insertion of malicious code by the user.","security,external/cwe/cwe-089,external/cwe/cwe-564","high","2024-09-25T17:11:07Z","2024-09-25T17:11:07Z","","",,,"30","33","https://dev.azure.com/octodemo-felickz/c10f96ad-09ff-4444-a382-4047b7907bca/_git/30d920da-6276-4385-b742-df9597c47d57/alerts/60?branch=refs/pull/25/merge","octodemo-felickz","java-synthetics","WebGoat","refs/pull/25/merge",,,"src/main/java/org/owasp/webgoat/container/users/UserService.java:52 @ 14269d6f",""
"61","active","Query built from user-controlled sources (java/sql-injection)","code","CodeQL","java/sql-injection","java/sql-injection","Building a SQL or Java Persistence query from user-controlled sources is vulnerable to insertion of malicious code by the user.","security,external/cwe/cwe-089,external/cwe/cwe-564","high","2024-09-25T17:11:07Z","2024-09-25T17:11:07Z","","",,,"30","33","https://dev.azure.com/octodemo-felickz/c10f96ad-09ff-4444-a382-4047b7907bca/_git/30d920da-6276-4385-b742-df9597c47d57/alerts/61?branch=refs/pull/25/merge","octodemo-felickz","java-synthetics","WebGoat","refs/pull/25/merge",,,"src/main/java/org/owasp/webgoat/lessons/sqlinjection/mitigation/Servers.java:73 @ 14269d6f",""
"62","active","Query built from user-controlled sources (java/sql-injection)","code","CodeQL","java/sql-injection","java/sql-injection","Building a SQL or Java Persistence query from user-controlled sources is vulnerable to insertion of malicious code by the user.","security,external/cwe/cwe-089,external/cwe/cwe-564","high","2024-09-25T17:11:07Z","2024-09-25T17:11:07Z","","",,,"30","33","https://dev.azure.com/octodemo-felickz/c10f96ad-09ff-4444-a382-4047b7907bca/_git/30d920da-6276-4385-b742-df9597c47d57/alerts/62?branch=refs/pull/25/merge","octodemo-felickz","java-synthetics","WebGoat","refs/pull/25/merge",,,"src/main/java/org/owasp/webgoat/lessons/sqlinjection/advanced/SqlInjectionChallenge.java:69 @ 14269d6f",""
"63","active","Query built from user-controlled sources (java/sql-injection)","code","CodeQL","java/sql-injection","java/sql-injection","Building a SQL or Java Persistence query from user-controlled sources is vulnerable to insertion of malicious code by the user.","security,external/cwe/cwe-089,external/cwe/cwe-564","high","2024-09-25T17:11:07Z","2024-09-25T17:11:07Z","","",,,"30","33","https://dev.azure.com/octodemo-felickz/c10f96ad-09ff-4444-a382-4047b7907bca/_git/30d920da-6276-4385-b742-df9597c47d57/alerts/63?branch=refs/pull/25/merge","octodemo-felickz","java-synthetics","WebGoat","refs/pull/25/merge",,,"src/main/java/org/owasp/webgoat/lessons/sqlinjection/introduction/SqlInjectionLesson8.java:78 @ 14269d6f",""
"64","active","Query built from user-controlled sources (java/sql-injection)","code","CodeQL","java/sql-injection","java/sql-injection","Building a SQL or Java Persistence query from user-controlled sources is vulnerable to insertion of malicious code by the user.","security,external/cwe/cwe-089,external/cwe/cwe-564","high","2024-09-25T17:11:07Z","2024-09-25T17:11:07Z","","",,,"30","33","https://dev.azure.com/octodemo-felickz/c10f96ad-09ff-4444-a382-4047b7907bca/_git/30d920da-6276-4385-b742-df9597c47d57/alerts/64?branch=refs/pull/25/merge","octodemo-felickz","java-synthetics","WebGoat","refs/pull/25/merge",,,"src/main/java/org/owasp/webgoat/lessons/sqlinjection/introduction/SqlInjectionLesson8.java:158 @ 14269d6f",""
"65","active","Query built from user-controlled sources (java/sql-injection)","code","CodeQL","java/sql-injection","java/sql-injection","Building a SQL or Java Persistence query from user-controlled sources is vulnerable to insertion of malicious code by the user.","security,external/cwe/cwe-089,external/cwe/cwe-564","high","2024-09-25T17:11:07Z","2024-09-25T17:11:07Z","","",,,"30","33","https://dev.azure.com/octodemo-felickz/c10f96ad-09ff-4444-a382-4047b7907bca/_git/30d920da-6276-4385-b742-df9597c47d57/alerts/65?branch=refs/pull/25/merge","octodemo-felickz","java-synthetics","WebGoat","refs/pull/25/merge",,,"src/main/java/org/owasp/webgoat/lessons/sqlinjection/introduction/SqlInjectionLesson5a.java:67 @ 14269d6f",""
"66","active","Query built from user-controlled sources (java/sql-injection)","code","CodeQL","java/sql-injection","java/sql-injection","Building a SQL or Java Persistence query from user-controlled sources is vulnerable to insertion of malicious code by the user.","security,external/cwe/cwe-089,external/cwe/cwe-564","high","2024-09-25T17:11:07Z","2024-09-25T17:11:07Z","","",,,"30","33","https://dev.azure.com/octodemo-felickz/c10f96ad-09ff-4444-a382-4047b7907bca/_git/30d920da-6276-4385-b742-df9597c47d57/alerts/66?branch=refs/pull/25/merge","octodemo-felickz","java-synthetics","WebGoat","refs/pull/25/merge",,,"src/main/java/org/owasp/webgoat/lessons/jwt/claimmisuse/JWTHeaderKIDEndpoint.java:92 @ 14269d6f",""
"67","active","Query built from user-controlled sources (java/sql-injection)","code","CodeQL","java/sql-injection","java/sql-injection","Building a SQL or Java Persistence query from user-controlled sources is vulnerable to insertion of malicious code by the user.","security,external/cwe/cwe-089,external/cwe/cwe-564","high","2024-09-25T17:11:07Z","2024-09-25T17:11:07Z","","",,,"30","33","https://dev.azure.com/octodemo-felickz/c10f96ad-09ff-4444-a382-4047b7907bca/_git/30d920da-6276-4385-b742-df9597c47d57/alerts/67?branch=refs/pull/25/merge","octodemo-felickz","java-synthetics","WebGoat","refs/pull/25/merge",,,"src/main/java/org/owasp/webgoat/lessons/sqlinjection/introduction/SqlInjectionLesson3.java:63 @ 14269d6f",""
"68","active","Query built from user-controlled sources (java/sql-injection)","code","CodeQL","java/sql-injection","java/sql-injection","Building a SQL or Java Persistence query from user-controlled sources is vulnerable to insertion of malicious code by the user.","security,external/cwe/cwe-089,external/cwe/cwe-564","high","2024-09-25T17:11:07Z","2024-09-25T17:11:07Z","","",,,"30","33","https://dev.azure.com/octodemo-felickz/c10f96ad-09ff-4444-a382-4047b7907bca/_git/30d920da-6276-4385-b742-df9597c47d57/alerts/68?branch=refs/pull/25/merge","octodemo-felickz","java-synthetics","WebGoat","refs/pull/25/merge",,,"src/main/java/org/owasp/webgoat/lessons/sqlinjection/introduction/SqlInjectionLesson5b.java:66 @ 14269d6f",""
